PY_DM_TAG,MERCHANT_CAT,TRANSACTION_DATE,PERIOD,MONTH,MCC,INDUSTRY,MERCHANT_NAME,TRXN_CODE,AMOUNT,TRXN_COUNT,CARD_ACCEPTOR_ID,USD_PHP_TAG,DB_CR_TAG,DB_CR_AMOUNT,CONVERTED_AMOUNT
Direct Merchant,MERCHANT,2026-03-14,2026,3,8220,SCHOOLS,DE LA SALLE UNIVERSITY,Sale Transaction,2594668.2100000000000000,160,1330000006780,0,Debit,2594668.2100000000000000,2594668.2100000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8220,SCHOOLS,PATTS COLLEGE,Sale Transaction,88955.8000000000000000,6,1330000003710,0,Debit,88955.8000000000000000,88955.8000000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8220,SCHOOLS,DLSAU,Sale Transaction,4572.5000000000000000,1,1330000005068,0,Debit,4572.5000000000000000,4572.5000000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8220,SCHOOLS,MCU,Sale Transaction,3853.3800000000000000,1,1330000005647,0,Debit,3853.3800000000000000,3853.3800000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8220,SCHOOLS,College of Saint Benilde,Sale Transaction,137728.2500000000000000,10,1330000005745,0,Debit,137728.2500000000000000,137728.2500000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8220,SCHOOLS,ASSUMPTION COLLEGE INC,Sale Transaction,495962.0000000000000000,16,1330000003319,0,Debit,495962.0000000000000000,495962.0000000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8299,SCHOOLS,ASSUMPTION ANTIPOLO INC,Sale Transaction,122789.0000000000000000,4,1330000004648,0,Debit,122789.0000000000000000,122789.0000000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8398,CHARITY,FAR EAST BROADCASTING,Sale Transaction,5000.0000000000000000,1,6010000017694,0,Debit,5000.0000000000000000,5000.0000000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8661,CHARITY,CCF Inc,Sale Transaction,6500.0000000000000000,2,7210000004285,0,Debit,6500.0000000000000000,6500.0000000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8661,CHARITY,CCF Inc,Sale Transaction,1488444.0000000000000000,74,7210000004249,0,Debit,1488444.0000000000000000,1488444.0000000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8699,ORGANIZATIONS,AAP,Sale Transaction,51650.0000000000000000,12,7410000003373,0,Debit,51650.0000000000000000,51650.0000000000000000
Direct Merchant,MERCHANT,2026-03-14,2026,3,8999,RECREATION,Salcedo Auctions Inc,Sale Transaction,485184.0000000000000000,8,7260000007030,0,Debit,485184.0000000000000000,485184.0000000000000000
Payment Facilitator,PAYLORO,2026-03-09,2026,3,5999,RETAIL,PAYLOROS_INC*PAYMEN ONL,Sale Transaction,100.0000000000000000,1,2030000006932,0,Debit,100.0000000000000000,100.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,2741,PUBLISHING,PYM*Pinoy Ballers,Sale Transaction,19562.0000000000000000,2,7250000002974,0,Debit,19562.0000000000000000,19562.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4111,TRANSPORT,PYM*Fast Cat,Sale Transaction,123564.8400000000000000,30,7250000004062,0,Debit,123564.8400000000000000,123564.8400000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4119,OTHER,PYM*Lifeline 16-911,Sale Transaction,29999.0000000000000000,5,7250000002974,0,Debit,29999.0000000000000000,29999.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4131,TRANSPORT,PYM*Easybus PH,Sale Transaction,66040.0000000000000000,27,7250000002974,0,Debit,66040.0000000000000000,66040.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4215,COURIER,PYM*AP Cargo Logistic N,Sale Transaction,13772.4300000000000000,2,7250000002974,0,Debit,13772.4300000000000000,13772.4300000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4215,COURIER,PYM*eatagaylo,Sale Transaction,4392.5800000000000000,7,7250000002974,0,Debit,4392.5800000000000000,4392.5800000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4511,AIRLINES,PYM*SUNLIGHT AIR,Sale Transaction,485602.0100000000000000,31,7250000002992,0,Debit,485602.0100000000000000,485602.0100000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4511,AIRLINES,PYM*SUNLIGHT AIR,Credit Transaction,6751.1600000000000000,1,7250000002992,0,Credit,-6751.1600000000000000,-6751.1600000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*Pinatubo Mountainer,Sale Transaction,237388.5000000000000000,19,7250000002992,0,Debit,237388.5000000000000000,237388.5000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*TRAVEL GEEKS CO,Sale Transaction,88895.8400000000000000,1,7250000002992,0,Debit,88895.8400000000000000,88895.8400000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*Island Water,Sale Transaction,2940.0000000000000000,3,7250000002992,0,Debit,2940.0000000000000000,2940.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*Express Miles Trave,Sale Transaction,315048.0000000000000000,3,7250000002992,0,Debit,315048.0000000000000000,315048.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*OLTEK SOLUTIONS COR,Sale Transaction,30520.0000000000000000,11,7250000002992,0,Debit,30520.0000000000000000,30520.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*ApetoursPH,Sale Transaction,12600.0000000000000000,2,7250000002992,0,Debit,12600.0000000000000000,12600.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*Island Trek Tours,Sale Transaction,50505.0000000000000000,6,7250000002992,0,Debit,50505.0000000000000000,50505.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*BiyaheKo,Sale Transaction,157423.2000000000000000,13,7250000002992,0,Debit,157423.2000000000000000,157423.2000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*SMB Travel,Sale Transaction,18974.3600000000000000,1,7250000002992,0,Debit,18974.3600000000000000,18974.3600000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4722,TRAVEL,PYM*Highland Adventure,Sale Transaction,23558.1300000000000000,7,7250000002992,0,Debit,23558.1300000000000000,23558.1300000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4812,TELECOMMUNICATION,PYM*Big Sky Nation Inc.,Sale Transaction,26313.2000000000000000,1,7250000002992,0,Debit,26313.2000000000000000,26313.2000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4812,TELECOMMUNICATION,PYM*Mobilecartph,Sale Transaction,186128.8000000000000000,3,7250000002974,0,Debit,186128.8000000000000000,186128.8000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,4899,CABLE,PYM*Vibe PH,Sale Transaction,6000.0000000000000000,1,7250000002974,0,Debit,6000.0000000000000000,6000.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5021,HARDWARE,PYM*CYLA HOME AND OFFIC,Sale Transaction,37999.0000000000000000,1,7250000002974,0,Debit,37999.0000000000000000,37999.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5045,OFFICE SUPPLIES,PYM*Dwinar Computer Cen,Sale Transaction,1990.0000000000000000,1,7250000002974,0,Debit,1990.0000000000000000,1990.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5046,HARDWARE,PYM*SKYCITY MARKETING,Sale Transaction,15978.2900000000000000,1,7250000002974,0,Debit,15978.2900000000000000,15978.2900000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5072,HARDWARE,PYM*Metrosky Marketing,Sale Transaction,32381.8000000000000000,1,7250000002974,0,Debit,32381.8000000000000000,32381.8000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5137,HARDWARE,PYM*GNARLY EJCR TRADING,Sale Transaction,6150.0000000000000000,5,7250000002983,0,Debit,6150.0000000000000000,6150.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5137,HARDWARE,PYM*Mossimo PH,Sale Transaction,1473.0000000000000000,1,7250000002983,0,Debit,1473.0000000000000000,1473.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5137,HARDWARE,PYM*CraftClothingPH,Sale Transaction,259069.0000000000000000,1,7250000002983,0,Debit,259069.0000000000000000,259069.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5137,HARDWARE,PYM*Scrubs Studio,Sale Transaction,7240.0000000000000000,2,7250000002983,0,Debit,7240.0000000000000000,7240.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5137,HARDWARE,PYM*LAW Apparel Trading,Sale Transaction,665.0000000000000000,1,7250000002983,0,Debit,665.0000000000000000,665.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5137,HARDWARE,PYM*Varsity Lifestyle C,Sale Transaction,7545.0000000000000000,4,7250000002983,0,Debit,7545.0000000000000000,7545.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5137,HARDWARE,PYM*Footaction Internat,Sale Transaction,18690.0000000000000000,4,7250000002983,0,Debit,18690.0000000000000000,18690.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5137,HARDWARE,PYM*CHG GLOBAL INC,Sale Transaction,10370.2500000000000000,6,7250000002983,0,Debit,10370.2500000000000000,10370.2500000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5172,PETROLEUM,PYM*PRYCEGAS,Sale Transaction,46023.0000000000000000,18,7250000003009,0,Debit,46023.0000000000000000,46023.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5193,GIFT,PYM*Plant Culture PH,Sale Transaction,1908.0000000000000000,1,7250000002974,0,Debit,1908.0000000000000000,1908.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5193,GIFT,PYM*The Glass House Flo,Sale Transaction,19850.0000000000000000,3,7250000002974,0,Debit,19850.0000000000000000,19850.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5211,HARDWARE,"PYM*Holcim Philippines,  ",Sale Transaction,2816000.0000000000000000,17,7250000002983,0,Debit,2816000.0000000000000000,2816000.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5251,HARDWARE,PYM*BUILDMATE MARKETING,Sale Transaction,55804.0000000000000000,2,7250000002974,0,Debit,55804.0000000000000000,55804.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5251,HARDWARE,PYM*Akari Lighting  & T,Sale Transaction,799.0000000000000000,1,7250000002974,0,Debit,799.0000000000000000,799.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM* SMARTMEALS,Sale Transaction,502996.8000000000000000,148,7250000002974,0,Debit,502996.8000000000000000,502996.8000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Efficientrix,Sale Transaction,1911.0000000000000000,1,7250000002974,0,Debit,1911.0000000000000000,1911.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Steaks and Butter,Sale Transaction,2299.0000000000000000,1,7250000002974,0,Debit,2299.0000000000000000,2299.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Fit for Faith,Sale Transaction,15400.0000000000000000,1,7250000002974,0,Debit,15400.0000000000000000,15400.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*HMGC Travel and Tou,Sale Transaction,145294.9100000000000000,2,7250000002992,0,Debit,145294.9100000000000000,145294.9100000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Aejung,Sale Transaction,670.0000000000000000,2,7250000002974,0,Debit,670.0000000000000000,670.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*SMJS Trucking Servi,Sale Transaction,63000.0000000000000000,2,7250000002974,0,Debit,63000.0000000000000000,63000.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Humble Sustainabili,Sale Transaction,33142.3000000000000000,2,7250000002974,0,Debit,33142.3000000000000000,33142.3000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Insignia Presents,Sale Transaction,65850.0000000000000000,11,7250000002974,0,Debit,65850.0000000000000000,65850.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM* CYTECH,Sale Transaction,22400.0000000000000000,56,7250000002974,0,Debit,22400.0000000000000000,22400.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*IA Innovations,Sale Transaction,16660.0000000000000000,8,7250000002974,0,Debit,16660.0000000000000000,16660.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Cozi Studios,Sale Transaction,37452.0000000000000000,5,7250000002974,0,Debit,37452.0000000000000000,37452.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Leatherista,Sale Transaction,3999.0000000000000000,1,7250000002974,0,Debit,3999.0000000000000000,3999.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*United Baarde Inc,Sale Transaction,635.0000000000000000,1,7250000002974,0,Debit,635.0000000000000000,635.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Frasa Food Corporat,Sale Transaction,26540.0000000000000000,11,7250000002983,0,Debit,26540.0000000000000000,26540.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Upcare Diagnostics,Sale Transaction,2352.0000000000000000,1,7250000002974,0,Debit,2352.0000000000000000,2352.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Crazy Wings,Sale Transaction,1147.0000000000000000,1,7250000002983,0,Debit,1147.0000000000000000,1147.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*TakeOUTfoodstore,Sale Transaction,2985.0000000000000000,2,7250000004062,0,Debit,2985.0000000000000000,2985.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*BC Fragrance and Ar,Sale Transaction,4421.8300000000000000,1,7250000002974,0,Debit,4421.8300000000000000,4421.8300000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Continuiti,Sale Transaction,27410.0000000000000000,9,7250000002974,0,Debit,27410.0000000000000000,27410.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Snacks To-Go by Reb,Sale Transaction,2109.0000000000000000,2,7250000004062,0,Debit,2109.0000000000000000,2109.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Art of Eight,Sale Transaction,2725.3900000000000000,2,7250000002974,0,Debit,2725.3900000000000000,2725.3900000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*GiftlyPH,Sale Transaction,36060.0000000000000000,4,7250000002974,0,Debit,36060.0000000000000000,36060.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Yummydiet,Sale Transaction,75686.5000000000000000,25,7250000002974,0,Debit,75686.5000000000000000,75686.5000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*NUM MEALS,Sale Transaction,259242.8000000000000000,63,7250000004062,0,Debit,259242.8000000000000000,259242.8000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Salig AI,Sale Transaction,8465.0000000000000000,6,7250000002974,0,Debit,8465.0000000000000000,8465.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*EIS EDUCATION INTER,Sale Transaction,399.0000000000000000,1,7250000004062,0,Debit,399.0000000000000000,399.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM* Feast Books,Sale Transaction,685.0000000000000000,1,7250000002974,0,Debit,685.0000000000000000,685.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*THINKLIBRARY INC.,Sale Transaction,27919.0000000000000000,6,7250000002974,0,Debit,27919.0000000000000000,27919.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*NanaPro,Sale Transaction,1350.0000000000000000,1,7250000002974,0,Debit,1350.0000000000000000,1350.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5399,MISC RETAIL,PYM*Flossom Manila Corp,Sale Transaction,5000.0000000000000000,1,7250000002974,0,Debit,5000.0000000000000000,5000.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5422,FOOD,PYM*FISHERSCART SEAFOOD,Sale Transaction,31945.6400000000000000,7,7250000002974,0,Debit,31945.6400000000000000,31945.6400000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5422,FOOD,PYM*The Fat Butcher PH,Sale Transaction,58526.5000000000000000,20,7250000002974,0,Debit,58526.5000000000000000,58526.5000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5422,FOOD,PYM*Fishta Seafood,Sale Transaction,2949.7500000000000000,1,7250000002974,0,Debit,2949.7500000000000000,2949.7500000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5422,FOOD,PYM*The Fat Butcher PH,Credit Transaction,240.0000000000000000,1,7250000002974,0,Credit,-240.0000000000000000,-240.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5422,FOOD,PYM*JODINI ORGANIC FARM,Sale Transaction,8588.0000000000000000,1,7250000002974,0,Debit,8588.0000000000000000,8588.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5422,FOOD,PYM*Crazy Acres,Sale Transaction,2400.0000000000000000,1,7250000002974,0,Debit,2400.0000000000000000,2400.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5422,FOOD,PYM*Mrs. Garcia's Meats,Sale Transaction,57562.2000000000000000,20,7250000002974,0,Debit,57562.2000000000000000,57562.2000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5422,FOOD,PYM*Premium Choice Inc.,Sale Transaction,14971.0000000000000000,3,7250000002974,0,Debit,14971.0000000000000000,14971.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5441,FOOD,PYM*Theo & Philo Chocol,Sale Transaction,8330.0000000000000000,2,7250000002974,0,Debit,8330.0000000000000000,8330.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5441,FOOD,PYM*JCG MARKETING GROUP,Sale Transaction,2850.0000000000000000,1,7250000002974,0,Debit,2850.0000000000000000,2850.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5451,FOOD,PYM*Bundle of Joy,Sale Transaction,5486.2500000000000000,1,7250000002974,0,Debit,5486.2500000000000000,5486.2500000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Frank & Carol's,Sale Transaction,13695.0000000000000000,7,7250000002974,0,Debit,13695.0000000000000000,13695.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Bait Lehem - House,Sale Transaction,6059.0000000000000000,2,7250000002974,0,Debit,6059.0000000000000000,6059.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*CHIDO PH,Sale Transaction,458.0000000000000000,1,7250000002974,0,Debit,458.0000000000000000,458.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Aegyo Cakes Cake Sh,Sale Transaction,14800.0000000000000000,12,7250000002974,0,Debit,14800.0000000000000000,14800.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Cuerva Bakeshop - A,Sale Transaction,2480.0000000000000000,1,7250000002974,0,Debit,2480.0000000000000000,2480.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*28 Derby Bakery,Sale Transaction,852.2300000000000000,2,7250000002974,0,Debit,852.2300000000000000,852.2300000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Lemonlime Manila,Sale Transaction,6850.0000000000000000,4,7250000002974,0,Debit,6850.0000000000000000,6850.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*BUTTERBOY BAKERY,Sale Transaction,1173.0000000000000000,1,7250000002974,0,Debit,1173.0000000000000000,1173.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*KUKIDO HANDCRAFTED,Sale Transaction,7059.5000000000000000,5,7250000002974,0,Debit,7059.5000000000000000,7059.5000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Cuerva Bakeshop - M,Sale Transaction,2444.5700000000000000,1,7250000002974,0,Debit,2444.5700000000000000,2444.5700000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Moniquecakesph,Sale Transaction,3600.0000000000000000,2,7250000002974,0,Debit,3600.0000000000000000,3600.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Cookie Bridge Conne,Sale Transaction,2130.0000000000000000,2,7250000002974,0,Debit,2130.0000000000000000,2130.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Moonchild,Sale Transaction,1620.0000000000000000,2,7250000002974,0,Debit,1620.0000000000000000,1620.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5462,FOOD,PYM*Good Eats,Sale Transaction,1520.0000000000000000,2,7250000002974,0,Debit,1520.0000000000000000,1520.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Pure Nectar,Sale Transaction,43655.1600000000000000,16,7250000004062,0,Debit,43655.1600000000000000,43655.1600000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Nuthera Meal Plans,Sale Transaction,188149.7200000000000000,29,7250000004062,0,Debit,188149.7200000000000000,188149.7200000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Soy Bueno,Sale Transaction,955.0000000000000000,2,7250000004062,0,Debit,955.0000000000000000,955.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*FOODTRAY2GO,Sale Transaction,39789.9300000000000000,8,7250000004062,0,Debit,39789.9300000000000000,39789.9300000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*JCS Pharmaceuticals,Sale Transaction,4784.0000000000000000,1,7250000004062,0,Debit,4784.0000000000000000,4784.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM* perfectmatchlowcar,Sale Transaction,1049.0000000000000000,1,7250000004062,0,Debit,1049.0000000000000000,1049.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Gabrielle's Meat an,Sale Transaction,7845.3700000000000000,1,7250000004062,0,Debit,7845.3700000000000000,7845.3700000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Kim King's Kitchen,Sale Transaction,39555.3000000000000000,12,7250000004062,0,Debit,39555.3000000000000000,39555.3000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Gourmet Direct PH,Sale Transaction,26534.0000000000000000,10,7250000004062,0,Debit,26534.0000000000000000,26534.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Pacific Synergy Foo,Sale Transaction,2880.0000000000000000,1,7250000004062,0,Debit,2880.0000000000000000,2880.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Big Al's Cookie Jar,Sale Transaction,3964.0000000000000000,4,7250000004062,0,Debit,3964.0000000000000000,3964.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Comvita Philippines,Sale Transaction,36000.0000000000000000,1,7250000004062,0,Debit,36000.0000000000000000,36000.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*NuVie,Sale Transaction,13145.0000000000000000,6,7250000004062,0,Debit,13145.0000000000000000,13145.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*PARCHMENT COFFEE SH,Sale Transaction,2010.0000000000000000,1,7250000004062,0,Debit,2010.0000000000000000,2010.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Isabel's,Sale Transaction,97410.4500000000000000,20,7250000004062,0,Debit,97410.4500000000000000,97410.4500000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Bast G. C. Holdings,Sale Transaction,19267.8000000000000000,3,7250000004062,0,Debit,19267.8000000000000000,19267.8000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Purehub Nutrition,Sale Transaction,2358.0000000000000000,1,7250000004062,0,Debit,2358.0000000000000000,2358.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Brothed,Sale Transaction,18400.0000000000000000,4,7250000004062,0,Debit,18400.0000000000000000,18400.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Oleia,Sale Transaction,18792.0000000000000000,1,7250000004062,0,Debit,18792.0000000000000000,18792.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Fit Food Manila,Sale Transaction,55180.0000000000000000,8,7250000004062,0,Debit,55180.0000000000000000,55180.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Ancient + Brave PH,Sale Transaction,9592.0000000000000000,1,7250000004062,0,Debit,9592.0000000000000000,9592.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Kim King's Kitchen,Credit Transaction,60.0000000000000000,1,7250000004062,0,Credit,-60.0000000000000000,-60.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*Errickson Food Corp,Sale Transaction,13560.0000000000000000,4,7250000004062,0,Debit,13560.0000000000000000,13560.0000000000000000
Payment Facilitator,PAYMONGO,2026-03-09,2026,3,5499,FOOD,PYM*herbal nation,Sale Transaction,4200.0000000000000000,2,7250000004062,0,Debit,4200.0000000000000000,4200.0000000000000000
